,origin_id,origin_name,origin,destination_id,destination_name,destination,County,DISTANCE
0,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395023,PHOEBE RICHLAND HCC,108 SOUTH MAIN STREET,Bucks,10.098521492
1,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395047,GREENLEAF NURSING HOME AND CON,400 SOUTH MAIN STREET,Bucks,2.770693289
2,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395188,BUCKINGHAM VALLEY REHABILITATION AND NURSINGCENTER,820 DURHAM ROAD   P.O. BOX 447,Bucks,8.710378678
3,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395194,FOX SUBACUTE CENTER,2644 BRISTOL ROAD,Bucks,2.118253739
4,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395217,RICHBORO REHABILITATION & NURSING CENTER,253 TWINING FORD ROAD,Bucks,9.248485964
5,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395258,SILVER LAKE CENTER,905 TOWER ROAD,Bucks,25.875131182
6,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395259,STATESMAN HEALTH & REHABILITATION CENTER,2629 TRENTON ROAD,Bucks,18.56035177
7,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395277,HARBORVIEW REHABILITATION CARE CENTER AT DOYLESTOW,432 MAPLE AVENUE,Bucks,5.115747443
8,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395305,CHANDLER HALL HEALTH SERVICES,99 BARCLAY STREET,Bucks,12.712007918
9,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395366,PINE RUN HEALTH CENTER,777 FERRY ROAD,Bucks,7.219709649
10,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395405,QUAKERTOWN CENTER,1020 SOUTH MAIN STREET,Bucks,19.922397002
11,395010,NESHAMINY MANOR HOME,1660 EASTON ROAD,395409,BRIARLEAF NURSING AND CONVAL C,252 BELMONT AVENUE,Bucks,5.409034555
